Frequency(GHz),length of patch in mm,width of patch in mm,length of substrate in mm,width of Substrate in mm,Area of Slots(mm^2),Radius of Circular Slot(mm),S11(dB)
6.96999979,27,38,59,76,58.2656,4,-3.997259369
6.974999905,27,38,59,76,58.2656,4,-4.034848242
6.980000019,27,38,59,76,58.2656,4,-4.071611196
6.985000134,27,38,59,76,58.2656,4,-4.107661361
6.989999771,27,38,59,76,58.2656,4,-4.143173995
6.994999886,27,38,59,76,58.2656,4,-4.178375702
7,27,38,59,76,58.2656,4,-4.213546355
2,27,38,65,65,58.2656,4,-0.629166306
2.005000114,27,38,65,65,58.2656,4,-0.664313756
2.00999999,27,38,65,65,58.2656,4,-0.701318194
2.015000105,27,38,65,65,58.2656,4,-0.73934511
2.019999981,27,38,65,65,58.2656,4,-0.77751819
2.025000095,27,38,65,65,58.2656,4,-0.814941354
2.029999971,27,38,65,65,58.2656,4,-0.850722139
2.035000086,27,38,65,65,58.2656,4,-0.884000506
2.039999962,27,38,65,65,58.2656,4,-0.913970649
2.045000076,27,38,65,65,58.2656,4,-0.939907196
2.049999952,27,38,65,65,58.2656,4,-0.961199172
2.055000067,27,38,65,65,58.2656,4,-0.97736228
2.059999943,27,38,65,65,58.2656,4,-0.98806313
2.065000057,27,38,65,65,58.2656,4,-0.993131658
2.069999933,27,38,65,65,58.2656,4,-0.992567508
2.075000048,27,38,65,65,58.2656,4,-0.986539017
2.079999924,27,38,65,65,58.2656,4,-0.975380513
2.085000038,27,38,65,65,58.2656,4,-0.95957486
2.089999914,27,38,65,65,58.2656,4,-0.939738585
2.095000029,27,38,65,65,58.2656,4,-0.916592756
2.099999905,27,38,65,65,58.2656,4,-0.89094945
2.105000019,27,38,65,65,58.2656,4,-0.863675172
2.109999895,27,38,65,65,58.2656,4,-0.835666248
2.11500001,27,38,65,65,58.2656,4,-0.807824688
2.119999886,27,38,65,65,58.2656,4,-0.781039476
2.125,27,38,65,65,58.2656,4,-0.756155317
2.130000114,27,38,65,65,58.2656,4,-0.733965372
2.13499999,27,38,65,65,58.2656,4,-0.715186788
2.140000105,27,38,65,65,58.2656,4,-0.700457564
2.144999981,27,38,65,65,58.2656,4,-0.690323151
2.150000095,27,38,65,65,58.2656,4,-0.685227302
2.154999971,27,38,65,65,58.2656,4,-0.685507676
2.160000086,27,38,65,65,58.2656,4,-0.691395256
2.164999962,27,38,65,65,58.2656,4,-0.703008501
2.170000076,27,38,65,65,58.2656,4,-0.720351824
2.174999952,27,38,65,65,58.2656,4,-0.743319915
2.180000067,27,38,65,65,58.2656,4,-0.771692186
2.184999943,27,38,65,65,58.2656,4,-0.805139551
2.190000057,27,38,65,65,58.2656,4,-0.843226641
2.194999933,27,38,65,65,58.2656,4,-0.885414686
2.200000048,27,38,65,65,58.2656,4,-0.931071723
2.204999924,27,38,65,65,58.2656,4,-0.979480262
2.210000038,27,38,65,65,58.2656,4,-1.029849275
2.214999914,27,38,65,65,58.2656,4,-1.081330413
2.220000029,27,38,65,65,58.2656,4,-1.133035642
2.224999905,27,38,65,65,58.2656,4,-1.184059753
2.230000019,27,38,65,65,58.2656,4,-1.233505653
2.234999895,27,38,65,65,58.2656,4,-1.280512001
2.24000001,27,38,65,65,58.2656,4,-1.324278804
2.244999886,27,38,65,65,58.2656,4,-1.364107583
2.25,27,38,65,65,58.2656,4,-1.399416776
2.255000114,27,38,65,65,58.2656,4,-1.429778296
2.25999999,27,38,65,65,58.2656,4,-1.454935766
2.265000105,27,38,65,65,58.2656,4,-1.474822147
2.269999981,27,38,65,65,58.2656,4,-1.489568056
2.275000095,27,38,65,65,58.2656,4,-1.499503786
2.279999971,27,38,65,65,58.2656,4,-1.505158173
2.285000086,27,38,65,65,58.2656,4,-1.50724148
2.289999962,27,38,65,65,58.2656,4,-1.506629491
2.295000076,27,38,65,65,58.2656,4,-1.504342754
2.299999952,27,38,65,65,58.2656,4,-1.501519434
2.305000067,27,38,65,65,58.2656,4,-1.49938988
2.309999943,27,38,65,65,58.2656,4,-1.499252732
2.315000057,27,38,65,65,58.2656,4,-1.502450209
2.319999933,27,38,65,65,58.2656,4,-1.510348074
2.325000048,27,38,65,65,58.2656,4,-1.524319319
2.329999924,27,38,65,65,58.2656,4,-1.545729366
2.335000038,27,38,65,65,58.2656,4,-1.575934278
2.339999914,27,38,65,65,58.2656,4,-1.616263533
2.345000029,27,38,65,65,58.2656,4,-1.668036368
2.349999905,27,38,65,65,58.2656,4,-1.732545453
2.355000019,27,38,65,65,58.2656,4,-1.811081555
2.359999895,27,38,65,65,58.2656,4,-1.904927364
2.36500001,27,38,65,65,58.2656,4,-2.015373458
2.369999886,27,38,65,65,58.2656,4,-2.143743547
2.375,27,38,65,65,58.2656,4,-2.291393321
2.380000114,27,38,65,65,58.2656,4,-2.459747789
2.38499999,27,38,65,65,58.2656,4,-2.650310902
2.390000105,27,38,65,65,58.2656,4,-2.864704052
2.394999981,27,38,65,65,58.2656,4,-3.104693281
2.400000095,27,38,65,65,58.2656,4,-3.372235212
2.404999971,27,38,65,65,58.2656,4,-3.669515755
2.410000086,27,38,65,65,58.2656,4,-3.999019621
2.414999962,27,38,65,65,58.2656,4,-4.363602418
2.420000076,27,38,65,65,58.2656,4,-4.766587239
2.424999952,27,38,65,65,58.2656,4,-5.211884251
2.430000067,27,38,65,65,58.2656,4,-5.704167215
2.434999943,27,38,65,65,58.2656,4,-6.249083902
2.440000057,27,38,65,65,58.2656,4,-6.853568898
2.444999933,27,38,65,65,58.2656,4,-7.52626614
2.450000048,27,38,65,65,58.2656,4,-8.278147441
2.454999924,27,38,65,65,58.2656,4,-9.123414408
2.460000038,27,38,65,65,58.2656,4,-10.08086056
2.464999914,27,38,65,65,58.2656,4,-11.17599994
2.470000029,27,38,65,65,58.2656,4,-12.44443011
2.474999905,27,38,65,65,58.2656,4,-13.93723691
2.480000019,27,38,65,65,58.2656,4,-15.72915267
2.484999895,27,38,65,65,58.2656,4,-17.9264698
2.49000001,27,38,65,65,58.2656,4,-20.63882987
2.494999886,27,38,65,65,58.2656,4,-23.64121062
2.5,27,38,65,65,58.2656,4,-24.93837048
2.505000114,27,38,65,65,58.2656,4,-22.7927165
2.50999999,27,38,65,65,58.2656,4,-19.82596166
2.515000105,27,38,65,65,58.2656,4,-17.31323353
2.519999981,27,38,65,65,58.2656,4,-15.28857858
2.525000095,27,38,65,65,58.2656,4,-13.63298128
2.529999971,27,38,65,65,58.2656,4,-12.24998959
2.535000086,27,38,65,65,58.2656,4,-11.07305016
2.539999962,27,38,65,65,58.2656,4,-10.05646689
2.545000076,27,38,65,65,58.2656,4,-9.168087487
2.549999952,27,38,65,65,58.2656,4,-8.384638209
2.555000067,27,38,65,65,58.2656,4,-7.688798064
2.559999943,27,38,65,65,58.2656,4,-7.0673526
2.565000057,27,38,65,65,58.2656,4,-6.509993706
2.569999933,27,38,65,65,58.2656,4,-6.008518708
2.575000048,27,38,65,65,58.2656,4,-5.55628616
2.579999924,27,38,65,65,58.2656,4,-5.147828148
2.585000038,27,38,65,65,58.2656,4,-4.778578251
2.589999914,27,38,65,65,58.2656,4,-4.444666443
2.595000029,27,38,65,65,58.2656,4,-4.14277292
2.599999905,27,38,65,65,58.2656,4,-3.870012506
2.605000019,27,38,65,65,58.2656,4,-3.623851687
2.609999895,27,38,65,65,58.2656,4,-3.402036345
2.61500001,27,38,65,65,58.2656,4,-3.202540247
2.619999886,27,38,65,65,58.2656,4,-3.02352411
2.625,27,38,65,65,58.2656,4,-2.863304304
2.630000114,27,38,65,65,58.2656,4,-2.720319852
2.63499999,27,38,65,65,58.2656,4,-2.593115059
2.640000105,27,38,65,65,58.2656,4,-2.480323432
2.644999981,27,38,65,65,58.2656,4,-2.380647703
2.650000095,27,38,65,65,58.2656,4,-2.29286089
2.654999971,27,38,65,65,58.2656,4,-2.215783411
2.660000086,27,38,65,65,58.2656,4,-2.148291236
2.664999962,27,38,65,65,58.2656,4,-2.089302527
2.670000076,27,38,65,65,58.2656,4,-2.03778472
2.674999952,27,38,65,65,58.2656,4,-1.992745951
2.680000067,27,38,65,65,58.2656,4,-1.953241044
2.684999943,27,38,65,65,58.2656,4,-1.918375202
2.690000057,27,38,65,65,58.2656,4,-1.887306077
2.694999933,27,38,65,65,58.2656,4,-1.859247092
2.700000048,27,38,65,65,58.2656,4,-1.833469853
2.704999924,27,38,65,65,58.2656,4,-1.809317168
2.710000038,27,38,65,65,58.2656,4,-1.786198414
2.714999914,27,38,65,65,58.2656,4,-1.763596195
2.720000029,27,38,65,65,58.2656,4,-1.741073139
2.724999905,27,38,65,65,58.2656,4,-1.718265938
2.730000019,27,38,65,65,58.2656,4,-1.694890487
2.734999895,27,38,65,65,58.2656,4,-1.670742071
2.74000001,27,38,65,65,58.2656,4,-1.645691094
2.744999886,27,38,65,65,58.2656,4,-1.619677894
2.75,27,38,65,65,58.2656,4,-1.592706305
2.755000114,27,38,65,65,58.2656,4,-1.564840913
2.75999999,27,38,65,65,58.2656,4,-1.536196352
2.765000105,27,38,65,65,58.2656,4,-1.506932369
2.769999981,27,38,65,65,58.2656,4,-1.477241216
2.775000095,27,38,65,65,58.2656,4,-1.447341244
2.779999971,27,38,65,65,58.2656,4,-1.417470192
2.785000086,27,38,65,65,58.2656,4,-1.387873135
2.789999962,27,38,65,65,58.2656,4,-1.358793481
2.795000076,27,38,65,65,58.2656,4,-1.3304771
2.799999952,27,38,65,65,58.2656,4,-1.303147381
2.805000067,27,38,65,65,58.2656,4,-1.277020857
2.809999943,27,38,65,65,58.2656,4,-1.252283165
2.815000057,27,38,65,65,58.2656,4,-1.229103985
2.819999933,27,38,65,65,58.2656,4,-1.207615483
2.825000048,27,38,65,65,58.2656,4,-1.187924765
2.829999924,27,38,65,65,58.2656,4,-1.170109225
2.835000038,27,38,65,65,58.2656,4,-1.154209344
2.839999914,27,38,65,65,58.2656,4,-1.14023794
2.845000029,27,38,65,65,58.2656,4,-1.128172717
2.849999905,27,38,65,65,58.2656,4,-1.11796801
2.855000019,27,38,65,65,58.2656,4,-1.109542
2.859999895,27,38,65,65,58.2656,4,-1.102794939
2.86500001,27,38,65,65,58.2656,4,-1.097598693
2.869999886,27,38,65,65,58.2656,4,-1.093803711
2.875,27,38,65,65,58.2656,4,-1.091248701
2.880000114,27,38,65,65,58.2656,4,-1.089754688
2.88499999,27,38,65,65,58.2656,4,-1.089131339
2.890000105,27,38,65,65,58.2656,4,-1.089186521
2.894999981,27,38,65,65,58.2656,4,-1.08972372
2.900000095,27,38,65,65,58.2656,4,-1.090545713
2.904999971,27,38,65,65,58.2656,4,-1.091465114
2.910000086,27,38,65,65,58.2656,4,-1.092297633
2.914999962,27,38,65,65,58.2656,4,-1.092878858
2.920000076,27,38,65,65,58.2656,4,-1.093055882
2.924999952,27,38,65,65,58.2656,4,-1.092695015
2.930000067,27,38,65,65,58.2656,4,-1.091684364
2.934999943,27,38,65,65,58.2656,4,-1.08993282
2.940000057,27,38,65,65,58.2656,4,-1.087378629
2.944999933,27,38,65,65,58.2656,4,-1.083980306
2.950000048,27,38,65,65,58.2656,4,-1.079722699
2.954999924,27,38,65,65,58.2656,4,-1.074617345
2.960000038,27,38,65,65,58.2656,4,-1.068695931
2.964999914,27,38,65,65,58.2656,4,-1.062017598
2.970000029,27,38,65,65,58.2656,4,-1.054655245
2.974999905,27,38,65,65,58.2656,4,-1.046705055
2.980000019,27,38,65,65,58.2656,4,-1.038273852
2.984999895,27,38,65,65,58.2656,4,-1.029484546
2.99000001,27,38,65,65,58.2656,4,-1.020464548
2.994999886,27,38,65,65,58.2656,4,-1.011350996
3,27,38,65,65,58.2656,4,-1.002280648
3.005000114,27,38,65,65,58.2656,4,-0.993387865
3.00999999,27,38,65,65,58.2656,4,-0.984807217
3.015000105,27,38,65,65,58.2656,4,-0.976663441
3.019999981,27,38,65,65,58.2656,4,-0.969072586
3.025000095,27,38,65,65,58.2656,4,-0.962139263
3.029999971,27,38,65,65,58.2656,4,-0.955953238
3.035000086,27,38,65,65,58.2656,4,-0.950591494
3.039999962,27,38,65,65,58.2656,4,-0.946112225
3.045000076,27,38,65,65,58.2656,4,-0.942554483
3.049999952,27,38,65,65,58.2656,4,-0.939942744
3.055000067,27,38,65,65,58.2656,4,-0.938281025
3.059999943,27,38,65,65,58.2656,4,-0.93755419
3.065000057,27,38,65,65,58.2656,4,-0.937731559
3.069999933,27,38,65,65,58.2656,4,-0.938763941
3.075000048,27,38,65,65,58.2656,4,-0.940586643
3.079999924,27,38,65,65,58.2656,4,-0.943119529
3.085000038,27,38,65,65,58.2656,4,-0.946271393
3.089999914,27,38,65,65,58.2656,4,-0.949942049
3.095000029,27,38,65,65,58.2656,4,-0.954018159
3.099999905,27,38,65,65,58.2656,4,-0.958384931
3.105000019,27,38,65,65,58.2656,4,-0.962922072
3.109999895,27,38,65,65,58.2656,4,-0.967508959
3.11500001,27,38,65,65,58.2656,4,-0.97202726
3.119999886,27,38,65,65,58.2656,4,-0.976362865
3.125,27,38,65,65,58.2656,4,-0.980408817
3.130000114,27,38,65,65,58.2656,4,-0.984070805
3.13499999,27,38,65,65,58.2656,4,-0.987262716
3.140000105,27,38,65,65,58.2656,4,-0.989914642
3.144999981,27,38,65,65,58.2656,4,-0.991972002
3.150000095,27,38,65,65,58.2656,4,-0.99339746
3.154999971,27,38,65,65,58.2656,4,-0.994173471
3.160000086,27,38,65,65,58.2656,4,-0.994296638
3.164999962,27,38,65,65,58.2656,4,-0.993784221
3.170000076,27,38,65,65,58.2656,4,-0.992674119
3.174999952,27,38,65,65,58.2656,4,-0.991018373
3.180000067,27,38,65,65,58.2656,4,-0.988883927
3.184999943,27,38,65,65,58.2656,4,-0.986357345
3.190000057,27,38,65,65,58.2656,4,-0.983532464
3.194999933,27,38,65,65,58.2656,4,-0.980514036
3.200000048,27,38,65,65,58.2656,4,-0.977414345
3.204999924,27,38,65,65,58.2656,4,-0.974354144
3.210000038,27,38,65,65,58.2656,4,-0.971451772
3.214999914,27,38,65,65,58.2656,4,-0.968826956
3.220000029,27,38,65,65,58.2656,4,-0.966596638
3.224999905,27,38,65,65,58.2656,4,-0.964868316
3.230000019,27,38,65,65,58.2656,4,-0.963748065
3.234999895,27,38,65,65,58.2656,4,-0.963327434
3.24000001,27,38,65,65,58.2656,4,-0.963685356
3.244999886,27,38,65,65,58.2656,4,-0.964885638
3.25,27,38,65,65,58.2656,4,-0.966978053
3.255000114,27,38,65,65,58.2656,4,-0.969996082
3.25999999,27,38,65,65,58.2656,4,-0.973956854
3.265000105,27,38,65,65,58.2656,4,-0.978855569
3.269999981,27,38,65,65,58.2656,4,-0.984676117
3.275000095,27,38,65,65,58.2656,4,-0.991377819
3.279999971,27,38,65,65,58.2656,4,-0.998911043
3.285000086,27,38,65,65,58.2656,4,-1.007202815
3.289999962,27,38,65,65,58.2656,4,-1.016174854
3.295000076,27,38,65,65,58.2656,4,-1.025731299
3.299999952,27,38,65,65,58.2656,4,-1.035767459
3.305000067,27,38,65,65,58.2656,4,-1.046175226
3.309999943,27,38,65,65,58.2656,4,-1.056836775
3.315000057,27,38,65,65,58.2656,4,-1.067636137
3.319999933,27,38,65,65,58.2656,4,-1.078456172
3.325000048,27,38,65,65,58.2656,4,-1.089190943
3.329999924,27,38,65,65,58.2656,4,-1.0997346
3.335000038,27,38,65,65,58.2656,4,-1.109994391
3.339999914,27,38,65,65,58.2656,4,-1.119892415
3.345000029,27,38,65,65,58.2656,4,-1.12936636
3.349999905,27,38,65,65,58.2656,4,-1.138372131
3.355000019,27,38,65,65,58.2656,4,-1.146882666
3.359999895,27,38,65,65,58.2656,4,-1.154895644
3.36500001,27,38,65,65,58.2656,4,-1.162428959
3.369999886,27,38,65,65,58.2656,4,-1.169525555
3.375,27,38,65,65,58.2656,4,-1.176243894
3.380000114,27,38,65,65,58.2656,4,-1.182669373
3.38499999,27,38,65,65,58.2656,4,-1.188904284
3.390000105,27,38,65,65,58.2656,4,-1.195067945
3.394999981,27,38,65,65,58.2656,4,-1.201298589
3.400000095,27,38,65,65,58.2656,4,-1.207742783
3.404999971,27,38,65,65,58.2656,4,-1.214559494
3.410000086,27,38,65,65,58.2656,4,-1.221913013
3.414999962,27,38,65,65,58.2656,4,-1.229969929
3.420000076,27,38,65,65,58.2656,4,-1.238899359
3.424999952,27,38,65,65,58.2656,4,-1.248864833
3.430000067,27,38,65,65,58.2656,4,-1.260025567
3.434999943,27,38,65,65,58.2656,4,-1.272526912
3.440000057,27,38,65,65,58.2656,4,-1.286504708
3.444999933,27,38,65,65,58.2656,4,-1.302079977
3.450000048,27,38,65,65,58.2656,4,-1.319356462
3.454999924,27,38,65,65,58.2656,4,-1.338417048
3.460000038,27,38,65,65,58.2656,4,-1.359327901
3.464999914,27,38,65,65,58.2656,4,-1.382132886
3.470000029,27,38,65,65,58.2656,4,-1.406852429
3.474999905,27,38,65,65,58.2656,4,-1.43348958
3.480000019,27,38,65,65,58.2656,4,-1.462024811
3.484999895,27,38,65,65,58.2656,4,-1.492421225
3.49000001,27,38,65,65,58.2656,4,-1.524623909
3.494999886,27,38,65,65,58.2656,4,-1.558563438
3.5,27,38,65,65,58.2656,4,-1.594158928
3.505000114,27,38,65,65,58.2656,4,-1.631322627
3.50999999,27,38,65,65,58.2656,4,-1.669960988
3.515000105,27,38,65,65,58.2656,4,-1.70998146
3.519999981,27,38,65,65,58.2656,4,-1.751297137
3.525000095,27,38,65,65,58.2656,4,-1.793833993
3.529999971,27,38,65,65,58.2656,4,-1.837528747
3.535000086,27,38,65,65,58.2656,4,-1.882345372
3.539999962,27,38,65,65,58.2656,4,-1.928269806
3.545000076,27,38,65,65,58.2656,4,-1.975323523
3.549999952,27,38,65,65,58.2656,4,-2.023563314
3.555000067,27,38,65,65,58.2656,4,-2.073086683
3.559999943,27,38,65,65,58.2656,4,-2.124035773
3.565000057,27,38,65,65,58.2656,4,-2.176606545
3.569999933,27,38,65,65,58.2656,4,-2.231038432
3.575000048,27,38,65,65,58.2656,4,-2.287628121
3.579999924,27,38,65,65,58.2656,4,-2.346729098
3.585000038,27,38,65,65,58.2656,4,-2.408742931
3.589999914,27,38,65,65,58.2656,4,-2.474130525
3.595000029,27,38,65,65,58.2656,4,-2.543406693
3.599999905,27,38,65,65,58.2656,4,-2.617135658
3.605000019,27,38,65,65,58.2656,4,-2.695935153
3.609999895,27,38,65,65,58.2656,4,-2.780475279
3.61500001,27,38,65,65,58.2656,4,-2.871472183
3.619999886,27,38,65,65,58.2656,4,-2.969690857
3.625,27,38,65,65,58.2656,4,-3.075945056
3.630000114,27,38,65,65,58.2656,4,-3.191096797
3.63499999,27,38,65,65,58.2656,4,-3.316056761
3.640000105,27,38,65,65,58.2656,4,-3.451788322
3.644999981,27,38,65,65,58.2656,4,-3.599310067
3.650000095,27,38,65,65,58.2656,4,-3.759701277
3.654999971,27,38,65,65,58.2656,4,-3.934114033
3.660000086,27,38,65,65,58.2656,4,-4.123772101
3.664999962,27,38,65,65,58.2656,4,-4.329995232
3.670000076,27,38,65,65,58.2656,4,-4.554205323
3.674999952,27,38,65,65,58.2656,4,-4.797953648
3.680000067,27,38,65,65,58.2656,4,-5.062938356
3.684999943,27,38,65,65,58.2656,4,-5.351042292
3.690000057,27,38,65,65,58.2656,4,-5.664365456
3.694999933,27,38,65,65,58.2656,4,-6.005282903
3.700000048,27,38,65,65,58.2656,4,-6.376497374
3.704999924,27,38,65,65,58.2656,4,-6.781131397
3.710000038,27,38,65,65,58.2656,4,-7.222827074
3.714999914,27,38,65,65,58.2656,4,-7.705896736
3.720000029,27,38,65,65,58.2656,4,-8.235506345
3.724999905,27,38,65,65,58.2656,4,-8.817950177
3.730000019,27,38,65,65,58.2656,4,-9.46102324
3.734999895,27,38,65,65,58.2656,4,-10.17455874
3.74000001,27,38,65,65,58.2656,4,-10.97124624
3.744999886,27,38,65,65,58.2656,4,-11.86787358
3.75,27,38,65,65,58.2656,4,-12.88733059
3.755000114,27,38,65,65,58.2656,4,-14.06201303
3.75999999,27,38,65,65,58.2656,4,-15.43994527
3.765000105,27,38,65,65,58.2656,4,-17.09675261
3.769999981,27,38,65,65,58.2656,4,-19.16167888
3.775000095,27,38,65,65,58.2656,4,-21.8830537
3.779999971,27,38,65,65,58.2656,4,-25.83119556
3.785000086,27,38,65,65,58.2656,4,-32.66047693
3.789999962,27,38,65,65,58.2656,4,-35.5302031
3.795000076,27,38,65,65,58.2656,4,-27.4119269
3.799999952,27,38,65,65,58.2656,4,-22.90820574
3.805000067,27,38,65,65,58.2656,4,-19.93592149
3.809999943,27,38,65,65,58.2656,4,-17.73548716
3.815000057,27,38,65,65,58.2656,4,-15.99783451
3.819999933,27,38,65,65,58.2656,4,-14.56898185
3.825000048,27,38,65,65,58.2656,4,-13.36142859
3.829999924,27,38,65,65,58.2656,4,-12.32075432
3.835000038,27,38,65,65,58.2656,4,-11.41081161
3.839999914,27,38,65,65,58.2656,4,-10.60636505
3.845000029,27,38,65,65,58.2656,4,-9.889086317
3.849999905,27,38,65,65,58.2656,4,-9.24522792
3.855000019,27,38,65,65,58.2656,4,-8.664202419
3.859999895,27,38,65,65,58.2656,4,-8.137667935
3.86500001,27,38,65,65,58.2656,4,-7.658920729
3.869999886,27,38,65,65,58.2656,4,-7.222476295
3.875,27,38,65,65,58.2656,4,-6.823781293
3.880000114,27,38,65,65,58.2656,4,-6.458996505
3.88499999,27,38,65,65,58.2656,4,-6.12484733
3.890000105,27,38,65,65,58.2656,4,-5.818499383
3.894999981,27,38,65,65,58.2656,4,-5.537474347
3.900000095,27,38,65,65,58.2656,4,-5.279584423
3.904999971,27,38,65,65,58.2656,4,-5.042874214
3.910000086,27,38,65,65,58.2656,4,-4.825578924
3.914999962,27,38,65,65,58.2656,4,-4.626097902
3.920000076,27,38,65,65,58.2656,4,-4.442957327
3.924999952,27,38,65,65,58.2656,4,-4.27480088
3.930000067,27,38,65,65,58.2656,4,-4.120369757
3.934999943,27,38,65,65,58.2656,4,-3.978484874
3.940000057,27,38,65,65,58.2656,4,-3.848043193
3.944999933,27,38,65,65,58.2656,4,-3.728009005
3.950000048,27,38,65,65,58.2656,4,-3.617406698
3.954999924,27,38,65,65,58.2656,4,-3.515320675
3.960000038,27,38,65,65,58.2656,4,-3.42089006
3.964999914,27,38,65,65,58.2656,4,-3.333307279
3.970000029,27,38,65,65,58.2656,4,-3.251826112
3.974999905,27,38,65,65,58.2656,4,-3.175747548
3.980000019,27,38,65,65,58.2656,4,-3.104437034
3.984999895,27,38,65,65,58.2656,4,-3.037310133
3.99000001,27,38,65,65,58.2656,4,-2.973848728
3.994999886,27,38,65,65,58.2656,4,-2.913587459
4,27,38,65,65,58.2656,4,-2.856124217
4.005000114,27,38,65,65,58.2656,4,-2.801115669
4.010000229,27,38,65,65,58.2656,4,-2.748276981
4.014999866,27,38,65,65,58.2656,4,-2.697378981
4.019999981,27,38,65,65,58.2656,4,-2.648248621
4.025000095,27,38,65,65,58.2656,4,-2.600760584
4.03000021,27,38,65,65,58.2656,4,-2.554840193
4.034999847,27,38,65,65,58.2656,4,-2.51044829
4.039999962,27,38,65,65,58.2656,4,-2.467589904
4.045000076,27,38,65,65,58.2656,4,-2.426294587
4.050000191,27,38,65,65,58.2656,4,-2.386618819
4.054999828,27,38,65,65,58.2656,4,-2.348641276
4.059999943,27,38,65,65,58.2656,4,-2.312447203
4.065000057,27,38,65,65,58.2656,4,-2.278133263
4.070000172,27,38,65,65,58.2656,4,-2.245795319
4.074999809,27,38,65,65,58.2656,4,-2.215525425
4.079999924,27,38,65,65,58.2656,4,-2.187409084
4.085000038,27,38,65,65,58.2656,4,-2.161516875
4.090000153,27,38,65,65,58.2656,4,-2.13790167
4.09499979,27,38,65,65,58.2656,4,-2.116600934
4.099999905,27,38,65,65,58.2656,4,-2.097628203
4.105000019,27,38,65,65,58.2656,4,-2.080974332
4.110000134,27,38,65,65,58.2656,4,-2.066606229
4.114999771,27,38,65,65,58.2656,4,-2.054467575
4.119999886,27,38,65,65,58.2656,4,-2.04447721
4.125,27,38,65,65,58.2656,4,-2.036534967
4.130000114,27,38,65,65,58.2656,4,-2.030513728
4.135000229,27,38,65,65,58.2656,4,-2.026273466
4.139999866,27,38,65,65,58.2656,4,-2.023652875
4.144999981,27,38,65,65,58.2656,4,-2.022484344
4.150000095,27,38,65,65,58.2656,4,-2.022586697
4.15500021,27,38,65,65,58.2656,4,-2.023775939
4.159999847,27,38,65,65,58.2656,4,-2.025868504
4.164999962,27,38,65,65,58.2656,4,-2.028681737
4.170000076,27,38,65,65,58.2656,4,-2.032042997
4.175000191,27,38,65,65,58.2656,4,-2.035791707
4.179999828,27,38,65,65,58.2656,4,-2.03978269
4.184999943,27,38,65,65,58.2656,4,-2.043892944
4.190000057,27,38,65,65,58.2656,4,-2.048020924
4.195000172,27,38,65,65,58.2656,4,-2.052092048
4.199999809,27,38,65,65,58.2656,4,-2.056058821
4.204999924,27,38,65,65,58.2656,4,-2.059904409
4.210000038,27,38,65,65,58.2656,4,-2.063640168
4.215000153,27,38,65,65,58.2656,4,-2.067307896
4.21999979,27,38,65,65,58.2656,4,-2.070976583
4.224999905,27,38,65,65,58.2656,4,-2.074741943
4.230000019,27,38,65,65,58.2656,4,-2.078725576
4.235000134,27,38,65,65,58.2656,4,-2.083067169
4.239999771,27,38,65,65,58.2656,4,-2.087925614
4.244999886,27,38,65,65,58.2656,4,-2.093471795
4.25,27,38,65,65,58.2656,4,-2.099886229
4.255000114,27,38,65,65,58.2656,4,-2.107355856
4.260000229,27,38,65,65,58.2656,4,-2.116063429
4.264999866,27,38,65,65,58.2656,4,-2.126194098
4.269999981,27,38,65,65,58.2656,4,-2.137922415
4.275000095,27,38,65,65,58.2656,4,-2.151410392
4.28000021,27,38,65,65,58.2656,4,-2.166805245
4.284999847,27,38,65,65,58.2656,4,-2.184240027
4.289999962,27,38,65,65,58.2656,4,-2.203826984
4.295000076,27,38,65,65,58.2656,4,-2.225652763
4.300000191,27,38,65,65,58.2656,4,-2.249786083
4.304999828,27,38,65,65,58.2656,4,-2.276269188
4.309999943,27,38,65,65,58.2656,4,-2.305125655
4.315000057,27,38,65,65,58.2656,4,-2.33635122
4.320000172,27,38,65,65,58.2656,4,-2.369922456
4.324999809,27,38,65,65,58.2656,4,-2.405800219
4.329999924,27,38,65,65,58.2656,4,-2.443926988
4.335000038,27,38,65,65,58.2656,4,-2.484231649
4.340000153,27,38,65,65,58.2656,4,-2.526636042
4.34499979,27,38,65,65,58.2656,4,-2.571056998
4.349999905,27,38,65,65,58.2656,4,-2.61741358
4.355000019,27,38,65,65,58.2656,4,-2.665629719
4.360000134,27,38,65,65,58.2656,4,-2.715640859
4.364999771,27,38,65,65,58.2656,4,-2.767402178
4.369999886,27,38,65,65,58.2656,4,-2.820892054
4.375,27,38,65,65,58.2656,4,-2.876117064
4.380000114,27,38,65,65,58.2656,4,-2.933120333
4.385000229,27,38,65,65,58.2656,4,-2.991983791
4.389999866,27,38,65,65,58.2656,4,-3.052836816
4.394999981,27,38,65,65,58.2656,4,-3.115852331
4.400000095,27,38,65,65,58.2656,4,-3.181264649
4.40500021,27,38,65,65,58.2656,4,-3.249354114
4.409999847,27,38,65,65,58.2656,4,-3.320462014
4.414999962,27,38,65,65,58.2656,4,-3.394989709
4.420000076,27,38,65,65,58.2656,4,-3.473393302
4.425000191,27,38,65,65,58.2656,4,-3.556188809
4.429999828,27,38,65,65,58.2656,4,-3.643950646
4.434999943,27,38,65,65,58.2656,4,-3.737311567
4.440000057,27,38,65,65,58.2656,4,-3.83695803
4.445000172,27,38,65,65,58.2656,4,-3.943634079
4.449999809,27,38,65,65,58.2656,4,-4.058136964
4.454999924,27,38,65,65,58.2656,4,-4.181323092
